0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0.025510204081632654,0.03134110787172012,0.053206997084548104,0.038629737609329445,0.07653061224489796,0.04446064139941691,0,0.15160349854227406,0,0.053206997084548104,0.03717201166180758,0,0.026239067055393587,0.05830903790087463,0.02696793002915452,0.03498542274052478,0.03134110787172012,0.04664723032069971,0.03717201166180758,0.026239067055393587,0.05393586005830904,0.04664723032069971,0.03279883381924198,0.026239067055393587,0.04081632653061224
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;0.047520661157024795,0.0337465564738292,0.05578512396694215,0.11432506887052342,0.026859504132231406,0.013774104683195593,0,0,0,0.03650137741046832,0.03925619834710744,0,0.06060606060606061,0.01790633608815427,0.025482093663911846,0.046143250688705235,0.06336088154269973,0.06818181818181818,0.029614325068870524,0.03168044077134986,0.128099173553719,0.029614325068870524,0.06818181818181818,0.01584022038567493,0.047520661157024795
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1;0.046600877192982455,0.023026315789473683,0.04276315789473684,0.042214912280701754,0.047697368421052634,0.009868421052631578,0,0,0,0.048793859649122806,0.02631578947368421,0,0.05921052631578947,0.020285087719298246,0.030153508771929825,0.030153508771929825,0.18859649122807018,0.08881578947368421,0.06853070175438597,0.052083333333333336,0,0.0756578947368421,0.02631578947368421,0.039473684210526314,0.03344298245614035
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0;0.009438009438009438,0.011583011583011582,0.027885027885027884,0.08622908622908623,0.012012012012012012,0.03818103818103818,0,0,0,0.011583011583011582,0.009867009867009866,0,0.00429000429000429,0.015015015015015015,0.003861003861003861,0.009867009867009866,0,0.009867009867009866,0.027885027885027884,0.008151008151008152,0,0.670956670956671,0.018018018018018018,0.018876018876018877,0.006435006435006435
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1;0.021747281589801274,0.021747281589801274,0.03899512560929884,0.033370828646419194,0.022872140982377203,0.03824521934758155,0,0,0,0.01949756280464942,0.03374578177727784,0,0.022872140982377203,0.01837270341207349,0.023997000374953132,0.021372328458942633,0,0.43157105361829773,0.06261717285339333,0.0254968128983877,0,0,0.09036370453693289,0.03937007874015748,0.03374578177727784
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0;0.0062482249360976995,0.009940357852882704,0.043169554103947745,0.01959670548139733,0.003408122692416927,0.01846066458392502,0,0,0,0.005396194262993468,0.007100255609201931,0,0.00823629650667424,0.011928429423459244,0.006532235160465777,0.005112184038625391,0,0,0.030389094007384265,0.009088327179778472,0,0,0.7884123828457824,0.014768531667140017,0.012212439647827322
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1;0.021462863597853713,0.015814741598418527,0.040384072295961596,0.03727760519627224,0.01835639649816436,0.01750917819824908,0,0,0,0.025981361197401864,0.025134142897486587,0,0.02824060999717594,0.024286924597571306,0.02287489409771251,0.015249929398475007,0,0,0.49562270545043774,0.03219429539678057,0,0,0,0.1522168878847783,0.027393391697260662
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0;0.009403107113654947,0.004497138184791497,0.011651676206050695,0.020850367947669663,0.011242845461978741,0.008176614881439084,0,0,0,0.010425183973834832,0.00919869174161897,0,0.007563368765331153,0.006541291905151268,0.006541291905151268,0.004701553556827474,0,0,0,0.02044153720359771,0,0,0,0.85670482420278,0.01206050695012265
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1;0.018969072164948454,0.020618556701030927,0.031958762886597936,0.0222680412371134,0.01670103092783505,0.020618556701030927,0,0,0,0.018350515463917527,0.0222680412371134,0,0.021030927835051547,0.017731958762886597,0.021030927835051547,0.01670103092783505,0,0,0,0.4606185567010309,0,0,0,0,0.2911340206185567
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0;0.001200640341515475,0.0022678762006403414,0.0038687299893276415,0.003601921024546425,0.002001067235859125,0.00240128068303095,0,0,0,0.0006670224119530416,0.0021344717182497333,0,0.002534685165421558,0.006803628601921024,0.002534685165421558,0.0016008537886872999,0,0,0,0,0,0,0,0,0.9683831376734259
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;0.044186046511627906,0.022093023255813953,0.04186046511627907,0.01744186046511628,0.053488372093023255,0.03488372093023256,0.02558139534883721,0.02441860465116279,0.07441860465116279,0.023255813953488372,0.046511627906976744,0.10697674418604651,0.053488372093023255,0.02558139534883721,0.053488372093023255,0.030232558139534883,0.07209302325581396,0.06511627906976744,0.04302325581395349,0.04534883720930233,0.02441860465116279,0.004651162790697674,0.022093023255813953,0.01627906976744186,0.029069767441860465
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0.03680981595092025,0.03067484662576687,0.04447852760736196,0.04141104294478527,0.04141104294478527,0.04294478527607362,0.02607361963190184,0.04447852760736196,0.06901840490797546,0.06595092024539877,0.0352760736196319,0,0.03834355828220859,0.04294478527607362,0.03374233128834356,0.04447852760736196,0.03987730061349693,0.0598159509202454,0.04754601226993865,0.03834355828220859,0.04141104294478527,0.03834355828220859,0.027607361963190184,0.0352760736196319,0.03374233128834356
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;0.018579234972677595,0.022950819672131147,0.05027322404371585,0.025136612021857924,0.040437158469945354,0.013114754098360656,0.041530054644808745,0.05901639344262295,0,0.04480874316939891,0.048087431693989074,0,0.05683060109289618,0.09617486338797815,0.03278688524590164,0.041530054644808745,0.00546448087431694,0.09289617486338798,0.0273224043715847,0.009836065573770493,0.041530054644808745,0.07978142076502732,0.07540983606557378,0.03169398907103825,0.04480874316939891
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0.04888569374550683,0.026599568655643422,0.04385334291876348,0.03378864126527678,0.017972681524083392,0.054636951833213515,0.04529115744069015,0.040258806613946804,0,0.06470165348670022,0.04385334291876348,0,0.15456506110711718,0,0.027318475916606758,0.037383177570093455,0.0704529115744069,0.043134435657800146,0.03522645578720345,0.038102084831056794,0.04457225017972682,0.030913012221423435,0.024442846872753415,0.02875629043853343,0.04529115744069015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;0.013532763532763533,0.0035612535612535613,0.0349002849002849,0.046296296296296294,0.10113960113960115,0.017806267806267807,0.03561253561253561,0.027065527065527065,0,0.0405982905982906,0.02564102564102564,0,0,0,0.03632478632478633,0.027065527065527065,0.18091168091168092,0.1168091168091168,0.027065527065527065,0.037037037037037035,0.042735042735042736,0.11324786324786325,0.01638176638176638,0.022792022792022793,0.03347578347578348
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0.03628750872295883,0.034193998604326585,0.03210048848569435,0.020237264480111653,0.061409630146545706,0.02721563154221912,0.025819958129797628,0.03558967201674808,0,0.02930914166085136,0.034193998604326585,0,0,0,0.03349616189811584,0.03698534542916958,0,0.3963712491277041,0.02372644801116539,0.030704815073272853,0.022330774598743892,0.01465457083042568,0.039078855547801813,0.03558967201674808,0.030704815073272853
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;0.00967982129560685,0.03201787043931496,0.028294862248696945,0.16604616530156366,0.09456440804169769,0.012658227848101266,0.03052866716306776,0.07297096053611318,0,0.04095309009679821,0.03723008190618019,0,0,0,0.024571854058078928,0.03127326880119136,0,0,0.08637379002233805,0.021593447505584513,0.026061057334326135,0.10647803425167536,0.11317944899478778,0.04765450483991065,0.017870439314966492
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0.021217712177121772,0.0507380073800738,0.03966789667896679,0,0.4308118081180812,0.026752767527675275,0.025830258302583026,0.03690036900369004,0,0.026752767527675275,0.02859778597785978,0,0,0,0.027675276752767528,0.026752767527675275,0,0,0.03136531365313653,0.023062730627306273,0.02214022140221402,0.045202952029520294,0.06826568265682657,0.045202952029520294,0.023062730627306273
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;0.005141388174807198,0.009425878320479864,0.006855184233076264,0,0,0.017994858611825194,0.032562125107112254,0.009425878320479864,0,0.011996572407883462,0.007712082262210797,0,0,0,0.013710368466152529,0.006855184233076264,0,0,0.032562125107112254,0.007712082262210797,0.011996572407883462,0.3384747215081405,0.4413024850042845,0.029991431019708654,0.016281062553556127
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1;0.05367231638418079,0.062146892655367235,0.0480225988700565,0,0,0.07909604519774012,0.05649717514124294,0.06779661016949153,0,0.07344632768361582,0.07062146892655367,0,0,0,0.05367231638418079,0.059322033898305086,0,0,0.08757062146892655,0.07909604519774012,0.062146892655367235,0.0,0,0.0847457627118644,0.062146892655367235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0.03315881326352531,0.04363001745200698,0.031413612565445025,0.038394415357766144,0.04013961605584642,0.03228621291448516,0.037521815008726006,0.034904013961605584,0.055846422338568937,0.030541012216404886,0.034904013961605584,0.08027923211169284,0.04013961605584642,0.03315881326352531,0.04013961605584642,0.034904013961605584,0.05410122164048865,0.04886561954624782,0.03228621291448516,0.034031413612565446,0.03228621291448516,0.038394415357766144,0.038394415357766144,0.04799301919720768,0.03228621291448516
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1;0.047775947281713346,0.029654036243822075,0.04118616144975288,0.03459637561779242,0.051070840197693576,0.05271828665568369,0.03789126853377265,0.039538714991762765,0.047775947281713346,0.02800658978583196,0.026359143327841845,0.03130148270181219,0.039538714991762765,0.042833607907743,0.03789126853377265,0.03130148270181219,0.047775947281713346,0.03789126853377265,0.05601317957166392,0.039538714991762765,0.04612850082372323,0.047775947281713346,0.07084019769357495,0,0.03459637561779242
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0;0.014428412874583796,0.02774694783573807,0.023307436182019976,0.029966703662597113,0.07769145394006659,0.017758046614872364,0.058823529411764705,0.023307436182019976,0.07658157602663707,0.051054384017758046,0.03107658157602664,0.029966703662597113,0.10432852386237514,0.03440621531631521,0.05438401775804662,0.06881243063263041,0.06770255271920089,0.06881243063263041,0.03107658157602664,0.042175360710321866,0.022197558268590455,0.02774694783573807,0,0,0.016648168701442843
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1;0.02490566037735849,0.033962264150943396,0.026415094339622643,0.020377358490566037,0.04377358490566038,0.05132075471698113,0.06867924528301887,0.052075471698113204,0.047547169811320754,0.0430188679245283,0.033962264150943396,0.047547169811320754,0,0.07924528301886792,0.06113207547169811,0.04452830188679245,0.059622641509433964,0.04452830188679245,0.04981132075471698,0.033962264150943396,0.06641509433962264,0.018113207547169812,0,0,0.04905660377358491
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0;0.011464968152866241,0.04076433121019108,0.03630573248407643,0.04203821656050955,0.13821656050955414,0.016560509554140127,0.04394904458598726,0.05732484076433121,0.1789808917197452,0.06560509554140127,0.027388535031847135,0.04522292993630573,0,0,0.02356687898089172,0.03821656050955414,0.011464968152866241,0.10127388535031848,0.04203821656050955,0.006369426751592357,0.026114649681528664,0.02165605095541401,0,0,0.025477707006369428
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1;0.029411764705882353,0.025735294117647058,0.03630514705882353,0.03308823529411765,0.13602941176470587,0.04779411764705882,0.04549632352941176,0.03308823529411765,0,0.109375,0.027113970588235295,0.08915441176470588,0,0,0.028952205882352942,0.07261029411764706,0.0666360294117647,0.043658088235294115,0.046875,0.035386029411764705,0.04457720588235294,0.027573529411764705,0,0,0.021139705882352942
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0;0.0055248618784530384,0.012430939226519336,0.008287292817679558,0.01691988950276243,0,0.005870165745856353,0.0055248618784530384,0.008287292817679558,0,0.7596685082872928,0.013121546961325966,0.02175414364640884,0,0,0.008287292817679558,0.018646408839779006,0.007941988950276244,0.027279005524861878,0.030041436464088397,0.017955801104972375,0.012430939226519336,0.008287292817679558,0,0,0.011740331491712707
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1;0.025205479452054796,0.04219178082191781,0.047397260273972605,0.038082191780821915,0,0.03726027397260274,0.050684931506849315,0.03863013698630137,0,0,0.06273972602739726,0.15808219178082192,0,0,0.03232876712328767,0.049589041095890414,0.16410958904109588,0.03671232876712329,0.031506849315068496,0.04136986301369863,0.07123287671232877,0.04136986301369863,0,0,0.031506849315068496
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0;0.017196083114401718,0.04275137329830427,0.0370193455935037,0.03582517315500358,0,0.022450441843802245,0.04370671124910437,0.08120372581800812,0,0,0.013613565798901361,0,0,0,0.01647957965130165,0.040363028421304036,0.45139718175304516,0.026032959159302604,0.018151421065201814,0.010508717458801052,0.10078815380941007,0.0269882971101027,0,0,0.015524241700501552
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1;0.03319940790864876,0.030873334743074646,0.03319940790864876,0.036794248255445125,0,0.035314019877352505,0.0518079932332417,0.047155846902093464,0,0,0.036159864664834,0,0,0,0.027701416790019032,0.2137872700359484,0,0.024318037640093042,0.029393106364982026,0.02600972721505604,0.3267075491647283,0.02072319729329668,0,0,0.026855572002537534
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0;0.006665582832059828,0.012355714517964559,0.016094943911559096,0.012680864900016258,0,0.012355714517964559,0.022272801170541374,0.019183872541050237,0,0,0.006990733214111527,0,0,0,0.008616485124370021,0.84018858722159,0,0.006340432450008129,0.011055112989757762,0.013006015282067957,0,0.004877255730775484,0,0,0.007315883596163225
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;0.03678001387925052,0.03469812630117974,0.027758501040943788,0.030534351145038167,0.03678001387925052,0.0395558639833449,0.029840388619014575,0.027758501040943788,0.04996530187369882,0.04233171408743928,0.05135322692574601,0.10340041637751561,0.054823039555863984,0.027064538514920196,0.04302567661346287,0.027758501040943788,0.047883414295628035,0.04718945176960444,0.034004163775156145,0.040943789035392086,0.033310201249132546,0.030534351145038167,0.030534351145038167,0.03816793893129771,0.034004163775156145
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0.021806853582554516,0.03582554517133956,0.04205607476635514,0.0529595015576324,0.04984423676012461,0.029595015576323987,0.03582554517133956,0.045171339563862926,0.040498442367601244,0.03894080996884735,0.037383177570093455,0,0.04205607476635514,0.06074766355140187,0.0514018691588785,0.028037383177570093,0.045171339563862926,0.06853582554517133,0.03426791277258567,0.05451713395638629,0.03426791277258567,0.03582554517133956,0.04984423676012461,0.040498442367601244,0.024922118380062305
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;0.023,0.032,0.018,0.037,0.106,0.028,0.063,0.067,0.069,0.046,0.038,0,0.118,0.064,0.018,0.044,0.024,0,0.02,0.015,0.033,0.029,0.057,0.016,0.035
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0.038088642659279776,0.0332409972299169,0.04709141274238227,0.07202216066481995,0.07202216066481995,0.031163434903047092,0.0332409972299169,0.024930747922437674,0.12673130193905818,0.08379501385041552,0.04847645429362881,0,0,0.06301939058171745,0.04155124653739612,0.02077562326869806,0.0221606648199446,0,0.0332409972299169,0.037396121883656507,0.0332409972299169,0.0443213296398892,0.03393351800554017,0.027700831024930747,0.03185595567867036
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;0.01973359644795264,0.0123334977799704,0.025160335471139616,0.036013813517513565,0.03256043413912185,0.0123334977799704,0.006413418845584608,0.015293537247163296,0,0.02220029600394672,0.040947212629501725,0,0,0.6038480513073508,0.014306857424765663,0.010853478046373951,0.024173655648741982,0,0.015786877158362113,0.023680315737543166,0.025160335471139616,0.010853478046373951,0.016280217069560926,0.023186975826344353,0.008880118401578688
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0.04814550641940086,0.046362339514978604,0.029957203994293864,0.0456490727532097,0.028887303851640515,0.046362339514978604,0.04386590584878745,0.03281027104136947,0,0.10378031383737518,0.08880171184022824,0,0,0,0.08559201141226819,0.059557774607703284,0.042796005706134094,0,0.04208273894436519,0.05848787446504993,0.03495007132667618,0.028887303851640515,0.046362339514978604,0.04457917261055635,0.04208273894436519
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;0.017094017094017096,0.03183023872679045,0.032419687592101384,0.02564102564102564,0.0421455938697318,0.010020630710285883,0.015915119363395226,0.01768346595932803,0,0,0.036840554081933395,0,0,0,0.506631299734748,0.05275567344532862,0.017978190391983496,0,0.04951370468611848,0.032419687592101384,0.04008252284114353,0.02180960801650457,0.020925434718538166,0.0206307102858827,0.007662835249042145
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0.042105263157894736,0.0597254004576659,0.0391304347826087,0.0391304347826087,0.04462242562929062,0.06224256292906179,0.06910755148741418,0.03318077803203661,0,0,0.10732265446224257,0,0,0,0,0.07803203661327231,0.04736842105263158,0,0.04736842105263158,0.05377574370709382,0.08764302059496568,0.042105263157894736,0.05377574370709382,0.04736842105263158,0.0459954233409611
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0;0.015853407453160388,0.028412600370599134,0.029442042413012147,0.021412394482190653,0.024912497426394894,0.05703108914968087,0.08606135474572782,0.03994235124562487,0,0,0,0,0,0,0,0.3845995470455013,0.04694255713403336,0,0.025736051060325303,0.028618488779081738,0.09100267654931027,0.030059707638459953,0.029030265596046944,0.02635371628577311,0.034589252625077206
